,Rndrng_NPI,Tot_Benes,Tot_Mdcr_Stdzd_Amt,Benef_Labels,Payment_Labels,Label3,Rndrng_Prvdr_Type
166708,1013183243,308,31940.23,BeneficiarySegment5,PaymentSegment5,0,Anesthesiology
166717,1013173996,60,7972.9,BeneficiarySegment5,PaymentSegment5,0,General Surgery
166720,1013174119,49,2055.1400000000003,BeneficiarySegment5,PaymentSegment5,0,Licensed Clinical Social Worker
166722,1013178300,12,1308.84,BeneficiarySegment5,PaymentSegment5,0,General Surgery
166723,1013178318,45,1811.67,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
166725,1013178326,63,4346.389999999999,BeneficiarySegment5,PaymentSegment5,0,Emergency Medicine
166728,1013178359,219,14968.33,BeneficiarySegment5,PaymentSegment5,0,Anesthesiology
166738,1013178367,412,12217.65,BeneficiarySegment5,PaymentSegment5,0,Centralized Flu
166743,1003291618,29,3060.03,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
166745,1013178383,152,7740.120000000001,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
166748,1013178441,61,11100.900000000001,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
166753,1003291394,196,5847.02,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
166761,1013178508,230,21039.22,BeneficiarySegment5,PaymentSegment5,0,Gastroenterology
166771,1013178581,44,2777.45,BeneficiarySegment5,PaymentSegment5,0,Family Practice
166773,1013178623,112,13146.61,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
166776,1013178714,280,19968.24,BeneficiarySegment5,PaymentSegment5,0,Neurology
166788,1013178292,215,18990.65,BeneficiarySegment5,PaymentSegment5,0,Family Practice
166792,1013178763,177,14465.6,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
166795,1013178862,91,2665.19,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
166799,1003291378,184,5371.12,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
166806,1013178052,375,30307.750000000004,BeneficiarySegment5,PaymentSegment5,0,Orthopedic Surgery
166818,1013178029,134,6515.82,BeneficiarySegment5,PaymentSegment5,0,General Surgery
166824,1013177955,205,9003.85,BeneficiarySegment5,PaymentSegment5,0,Anesthesiology
166832,1003291923,225,16668.769999999997,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
166835,1003293127,53,6069.889999999999,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
166837,1003293101,87,6710.04,BeneficiarySegment5,PaymentSegment5,0,Family Practice
166841,1003293093,42,2952.46,BeneficiarySegment5,PaymentSegment5,0,Ophthalmology
166842,1013177112,267,14363.02,BeneficiarySegment5,PaymentSegment5,0,Family Practice
166848,1013177120,223,6743.98,BeneficiarySegment5,PaymentSegment5,0,Diagnostic Radiology
166859,1013177138,145,8483.66,BeneficiarySegment5,PaymentSegment5,0,Family Practice
166865,1013177153,170,15628.99,BeneficiarySegment5,PaymentSegment5,0,General Surgery
166871,1003291386,83,4173.31,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
166872,1013178284,165,7320.83,BeneficiarySegment5,PaymentSegment5,0,Orthopedic Surgery
166876,1003291634,22,2704.8900000000003,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
166878,1003291782,18,321.24,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
166879,1003295593,25,615.87,BeneficiarySegment5,PaymentSegment5,0,Orthopedic Surgery
166881,1013174317,26,1279.98,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
166882,1003295585,253,7157.04,BeneficiarySegment5,PaymentSegment5,0,Audiologist
166883,1003295510,225,6370.61,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
166890,1013174481,168,10148.310000000001,BeneficiarySegment5,PaymentSegment5,0,Surgical Oncology
166895,1003295452,168,5160.92,BeneficiarySegment5,PaymentSegment5,0,All Other Suppliers
166897,1003295379,12,803.24,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
166898,1013176932,134,6034.860000000001,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
166900,1013174572,145,4731.86,BeneficiarySegment5,PaymentSegment5,0,Occupational Therapist in Private Practice
166906,1013174648,156,18119.27,BeneficiarySegment5,PaymentSegment5,0,Vascular Surgery
166913,1003295346,187,6165.82,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
166917,1003295270,183,16777.9,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
166925,1013174754,50,1490.75,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
166926,1013174812,22,423.62,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
166928,1013174861,14,515.39,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
166929,1013174887,32,2203.66,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
166931,1003295262,341,12575.769999999999,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
166939,1013175009,43,2783.16,BeneficiarySegment5,PaymentSegment5,0,Obstetrics & Gynecology
166941,1003295197,369,26001.14,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
166949,1013175033,23,1170.12,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
166950,1013175124,16,503.75,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
166951,1013174598,159,10941.06,BeneficiarySegment5,PaymentSegment5,0,General Surgery
166957,1013185180,41,2539.69,BeneficiarySegment5,PaymentSegment5,0,Licensed Clinical Social Worker
166959,1003293291,275,20330.81,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
166968,1013176999,48,4062.5199999999995,BeneficiarySegment5,PaymentSegment5,0,Cardiology
166970,1013178094,33,1404.41,BeneficiarySegment5,PaymentSegment5,0,Obstetrics & Gynecology
166972,1013178102,138,6241.04,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
166978,1013178169,22,905.19,BeneficiarySegment5,PaymentSegment5,0,Obstetrics & Gynecology
166980,1003291832,308,12727.279999999999,BeneficiarySegment5,PaymentSegment5,0,Podiatry
166989,1013174101,88,6764.699999999999,BeneficiarySegment5,PaymentSegment5,0,Thoracic Surgery
166995,1013205079,40,2425.94,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
166997,1013183334,16,108.48,BeneficiarySegment5,PaymentSegment5,0,Cardiology
166998,1013185016,15,699.21,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
166999,1013229061,49,2079.7799999999997,BeneficiarySegment5,PaymentSegment5,0,Obstetrics & Gynecology
167001,1013229095,240,23095.79,BeneficiarySegment5,PaymentSegment5,0,Neurology
167010,1013229103,217,15106.26,BeneficiarySegment5,PaymentSegment5,0,Physical Medicine and Rehabilitation
167015,1003265679,234,6964.78,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167018,1003265661,41,571.21,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
167021,1013229269,21,221.97,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167022,1013229293,162,13342.849999999999,BeneficiarySegment5,PaymentSegment5,0,Addiction Medicine
167024,1003265836,126,2662.52,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167030,1013204320,223,28137.19,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167035,1013204262,158,13996.779999999999,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167039,1013204205,269,33673.61,BeneficiarySegment5,PaymentSegment5,0,Emergency Medicine
167042,1003289745,43,4650.91,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
167044,1003289729,172,7774.76,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167048,1003265745,278,25662.86,BeneficiarySegment5,PaymentSegment5,0,Hospitalist
167054,1013180447,233,18851.86,BeneficiarySegment5,PaymentSegment5,0,General Surgery
167060,1013180512,31,613.75,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167061,1013180553,223,8777.65,BeneficiarySegment5,PaymentSegment5,0,Vascular Surgery
167070,1003289612,238,29069.81,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
167074,1013180744,231,18771.539999999997,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
167079,1013180793,437,23582.05,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
167083,1013180819,17,316.33,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167084,1003289562,214,5224.55,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167092,1013180876,160,18223.66,BeneficiarySegment5,PaymentSegment5,0,General Surgery
167098,1013181007,249,14097.64,BeneficiarySegment5,PaymentSegment5,0,Plastic and Reconstructive Surgery
167106,1013181023,205,21124.82,BeneficiarySegment5,PaymentSegment5,0,Anesthesiology
167112,1013181072,253,10484.380000000001,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167114,1013181130,59,4789.87,BeneficiarySegment5,PaymentSegment5,0,Infectious Disease
167117,1013181155,17,1273.41,BeneficiarySegment5,PaymentSegment5,0,Licensed Clinical Social Worker
167118,1013180496,242,18875.34,BeneficiarySegment5,PaymentSegment5,0,Anesthesiology
167126,1013228998,164,20557.120000000003,BeneficiarySegment5,PaymentSegment5,0,Anesthesiology
167134,1013228980,327,20353.8,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167143,1003265786,121,9973.63,BeneficiarySegment5,PaymentSegment5,0,"Psychologist, Clinical"
167147,1013230515,315,14758.55,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167155,1003265356,275,7351.929999999999,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167160,1003265307,106,4339.45,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167164,1003265117,156,5701.79,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
167169,1013231075,60,3427.77,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167172,1013231091,16,1410.4,BeneficiarySegment5,PaymentSegment5,0,Vascular Surgery
167173,1003264979,179,5196.29,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167179,1013231554,64,1812.21,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167181,1013231562,383,31693.729999999996,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167191,1003264946,45,1973.2,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167193,1003264920,120,1722.65,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167198,1003265588,30,1979.96,BeneficiarySegment5,PaymentSegment5,0,Optometry
167200,1013229475,11,2858.53,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
167201,1003265620,305,10168.15,BeneficiarySegment5,PaymentSegment5,0,Occupational Therapist in Private Practice
167205,1013229418,183,9823.54,BeneficiarySegment5,PaymentSegment5,0,Optometry
167211,1013228386,439,27564.239999999994,BeneficiarySegment5,PaymentSegment5,0,Physical Medicine and Rehabilitation
167224,1003266297,117,4206.61,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167229,1003266248,87,3987.87,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167232,1003266016,71,17796.54,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
167236,1013228584,12,327.83,BeneficiarySegment5,PaymentSegment5,0,Registered Dietitian or Nutrition Professional
167237,1003266008,314,9840.92,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167243,1013228733,222,12717.0,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167246,1013228758,217,6715.64,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167251,1013228774,30,1913.33,BeneficiarySegment5,PaymentSegment5,0,Obstetrics & Gynecology
167253,1013228782,94,5240.56,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167256,1013228808,32,5113.650000000001,BeneficiarySegment5,PaymentSegment5,0,Ambulance Service Provider
167258,1013228832,253,13378.89,BeneficiarySegment5,PaymentSegment5,0,Podiatry
167266,1003266388,166,1014.51,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167268,1003265919,375,10024.64,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167276,1013181221,210,16964.36,BeneficiarySegment5,PaymentSegment5,0,Anesthesiology
167283,1003286816,26,2122.28,BeneficiarySegment5,PaymentSegment5,0,Licensed Clinical Social Worker
167285,1013181254,31,2532.87,BeneficiarySegment5,PaymentSegment5,0,Emergency Medicine
167286,1013181361,161,11199.33,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167291,1013179951,203,16444.02,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
167296,1003289356,58,2614.64,BeneficiarySegment5,PaymentSegment5,0,"Psychologist, Clinical"
167299,1003288945,26,1145.92,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167300,1003288762,347,23193.26,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167306,1013183433,68,4756.610000000001,BeneficiarySegment5,PaymentSegment5,0,"Psychologist, Clinical"
167309,1013183482,19,740.8,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
167310,1003287632,240,8451.21,BeneficiarySegment5,PaymentSegment5,0,Mass Immunizer Roster Biller
167312,1013183532,25,2443.48,BeneficiarySegment5,PaymentSegment5,0,Obstetrics & Gynecology
167314,1013183607,446,13514.439999999999,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167319,1013183623,186,18308.05,BeneficiarySegment5,PaymentSegment5,0,Advanced Heart Failure and Transplant Cardiology
167325,1013183631,119,3878.1499999999996,BeneficiarySegment5,PaymentSegment5,0,Anesthesiology
167331,1013183755,180,15292.07,BeneficiarySegment5,PaymentSegment5,0,Speech Language Pathologist
167335,1013183839,199,29741.39,BeneficiarySegment5,PaymentSegment5,0,Critical Care (Intensivists)
167338,1013179936,28,2431.94,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167340,1013184001,197,15027.630000000001,BeneficiarySegment5,PaymentSegment5,0,Rheumatology
167345,1013184068,66,4473.56,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167349,1003287418,54,6776.63,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167351,1013184266,89,7595.2,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167355,1013184290,62,2260.25,BeneficiarySegment5,PaymentSegment5,0,Sports Medicine
167358,1003287236,75,7497.16,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167361,1013184373,449,27642.11,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167367,1003286923,14,1063.71,BeneficiarySegment5,PaymentSegment5,0,Licensed Clinical Social Worker
167368,1013184431,419,16021.360000000002,BeneficiarySegment5,PaymentSegment5,0,Orthopedic Surgery
167380,1013184571,212,15365.96,BeneficiarySegment5,PaymentSegment5,0,Hematology-Oncology
167385,1013184852,90,2284.4,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167391,1013184886,11,605.94,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
167392,1013184977,297,29092.379999999997,BeneficiarySegment5,PaymentSegment5,0,Hospitalist
167397,1003286881,11,116.27,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167398,1013184019,34,1215.16,BeneficiarySegment5,PaymentSegment5,0,Mass Immunizer Roster Biller
167400,1003290073,154,9565.369999999999,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167405,1003290313,81,9232.5,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
167407,1013179878,181,18277.760000000002,BeneficiarySegment5,PaymentSegment5,0,Surgical Oncology
167411,1003289489,242,14779.84,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
167415,1013181486,157,7023.76,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167418,1013181577,81,8077.389999999999,BeneficiarySegment5,PaymentSegment5,0,Hospice and Palliative Care
167421,1013181601,72,1572.31,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167423,1013181684,213,8079.09,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167430,1013181700,354,26097.52,BeneficiarySegment5,PaymentSegment5,0,Anesthesiology
167440,1003289455,34,4654.6,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
167441,1013180108,342,25634.09,BeneficiarySegment5,PaymentSegment5,0,Hematology-Oncology
167447,1003289968,225,10547.72,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167452,1013179084,101,5055.23,BeneficiarySegment5,PaymentSegment5,0,Licensed Clinical Social Worker
167455,1003291089,97,7661.23,BeneficiarySegment5,PaymentSegment5,0,Optometry
167458,1013179217,240,10901.01,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167462,1003290974,187,9251.15,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167468,1003290883,88,4150.12,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
167471,1013179324,14,1057.49,BeneficiarySegment5,PaymentSegment5,0,Plastic and Reconstructive Surgery
167472,1003290859,40,2546.95,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
167474,1013179365,13,969.72,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
167475,1013179373,91,19232.21,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
167477,1003290826,185,6965.120000000001,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167486,1003290693,95,2399.0299999999997,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167491,1003290685,244,13195.67,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167495,1013128925,174,11080.25,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167501,1013179571,132,7541.950000000001,BeneficiarySegment5,PaymentSegment5,0,Centralized Flu
167504,1013179639,150,7262.58,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167509,1013179654,88,9027.710000000001,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
167512,1013179696,322,28233.68,BeneficiarySegment5,PaymentSegment5,0,Gastroenterology
167521,1013179761,210,23687.190000000002,BeneficiarySegment5,PaymentSegment5,0,Neurology
167526,1003290552,140,13980.7,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167532,1003290362,358,26255.999999999996,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167537,1013181346,125,4225.34,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
167541,1013205632,342,24860.980000000003,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167549,1013205590,179,12072.810000000001,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167557,1013205582,25,2697.5299999999997,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
167559,1003896622,185,9122.68,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167566,1003829425,162,11694.25,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
167572,1003828039,305,22191.300000000003,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
167576,1003827999,267,20306.749999999996,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167582,1003898560,127,6106.93,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
167586,1003898610,79,9249.24,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167588,1003898628,163,13240.25,BeneficiarySegment5,PaymentSegment5,0,Physical Medicine and Rehabilitation
167592,1003826959,21,2194.83,BeneficiarySegment5,PaymentSegment5,0,"Psychologist, Clinical"
167593,1003898677,12,777.31,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167594,1013129113,16,595.83,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167595,1003826926,64,5725.629999999999,BeneficiarySegment5,PaymentSegment5,0,Rheumatology
167598,1003898826,78,3185.33,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167601,1003898842,285,19619.77,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167611,1003896580,345,9452.93,BeneficiarySegment5,PaymentSegment5,0,Allergy/ Immunology
167620,1003898867,213,4411.32,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167630,1003898933,171,8925.14,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
167635,1003898958,385,10178.169999999998,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167642,1003898966,442,17262.01,BeneficiarySegment5,PaymentSegment5,0,Orthopedic Surgery
167649,1003826850,138,3602.92,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167651,1003899030,34,922.27,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167653,1003899063,45,2538.69,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
167655,1003826827,24,770.97,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167656,1003826819,407,20227.279999999995,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167668,1003826710,60,2899.6600000000003,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
167670,1003826702,278,12186.83,BeneficiarySegment5,PaymentSegment5,0,Podiatry
167678,1003826603,243,20708.350000000002,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167682,1003899212,155,13239.090000000002,BeneficiarySegment5,PaymentSegment5,0,Gastroenterology
167687,1003826371,49,2946.26,BeneficiarySegment5,PaymentSegment5,0,Certified Clinical Nurse Specialist
167690,1003898891,335,9399.01,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167696,1003896564,122,6796.34,BeneficiarySegment5,PaymentSegment5,0,Obstetrics & Gynecology
167700,1003829177,457,33269.619999999995,BeneficiarySegment5,PaymentSegment5,0,Optometry
167708,1003829193,291,18288.59,BeneficiarySegment5,PaymentSegment5,0,Optometry
167715,1003828120,16,995.09,BeneficiarySegment5,PaymentSegment5,0,Optometry
167716,1003897398,52,3737.25,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167718,1003897414,24,165.36,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167720,1003897471,98,2844.01,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167721,1003897547,92,2101.9300000000003,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167723,1003896846,223,25139.29,BeneficiarySegment5,PaymentSegment5,0,Emergency Medicine
167727,1003896796,55,2608.65,BeneficiarySegment5,PaymentSegment5,0,Obstetrics & Gynecology
167731,1003829110,91,7696.26,BeneficiarySegment5,PaymentSegment5,0,Critical Care (Intensivists)
167735,1003896671,90,5076.05,BeneficiarySegment5,PaymentSegment5,0,Optometry
167738,1003830159,132,8100.01,BeneficiarySegment5,PaymentSegment5,0,Obstetrics & Gynecology
167743,1003895970,283,20744.72,BeneficiarySegment5,PaymentSegment5,0,Ophthalmology
167749,1003830084,55,2853.52,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167751,1003830001,109,3102.42,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167757,1003829987,42,3050.84,BeneficiarySegment5,PaymentSegment5,0,Nurse Practitioner
167759,1003829755,131,3730.32,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167760,1003896101,59,4060.5699999999997,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
167762,1003896143,325,18211.600000000002,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167769,1003896168,228,12900.61,BeneficiarySegment5,PaymentSegment5,0,General Surgery
167776,1003829490,70,3763.2999999999997,BeneficiarySegment5,PaymentSegment5,0,Obstetrics & Gynecology
167780,1003829458,156,19719.9,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
167787,1003829433,121,7117.01,BeneficiarySegment5,PaymentSegment5,0,Interventional Pain Management
167791,1003896283,234,21871.839999999997,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167796,1003828047,80,2318.64,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167797,1003896317,38,729.87,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167798,1003829326,14,280.1,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167799,1003829300,345,19226.010000000002,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167804,1003896408,365,26310.829999999998,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167813,1003896507,201,12407.150000000001,BeneficiarySegment5,PaymentSegment5,0,Obstetrics & Gynecology
167821,1003896523,283,17101.14,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167826,1003899279,162,12661.13,BeneficiarySegment5,PaymentSegment5,0,Internal Medicine
167829,1013129212,51,3346.3,BeneficiarySegment5,PaymentSegment5,0,Licensed Clinical Social Worker
167832,1003898545,188,3199.12,BeneficiarySegment5,PaymentSegment5,0,Mass Immunizer Roster Biller
167834,1003898453,173,18671.59,BeneficiarySegment5,PaymentSegment5,0,Certified Registered Nurse Anesthetist (CRNA)
167836,1003831975,109,6665.57,BeneficiarySegment5,PaymentSegment5,0,Physician Assistant
167839,1003831959,105,6656.89,BeneficiarySegment5,PaymentSegment5,0,Psychiatry
167844,1003893579,50,3633.57,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167846,1003893587,251,19454.879999999997,BeneficiarySegment5,PaymentSegment5,0,Optometry
167850,1003831884,45,1351.24,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167851,1003893611,122,4510.5599999999995,BeneficiarySegment5,PaymentSegment5,0,Otolaryngology
167857,1003893629,220,14181.999999999998,BeneficiarySegment5,PaymentSegment5,0,General Surgery
167863,1003831801,28,1852.82,BeneficiarySegment5,PaymentSegment5,0,Licensed Clinical Social Worker
167865,1003893694,182,17026.59,BeneficiarySegment5,PaymentSegment5,0,Ophthalmology
167869,1003893702,13,528.97,BeneficiarySegment5,PaymentSegment5,0,Pulmonary Disease
167870,1003893769,53,7706.03,BeneficiarySegment5,PaymentSegment5,0,Anesthesiology
167873,1003893785,359,13036.14,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167888,1003831694,16,805.56,BeneficiarySegment5,PaymentSegment5,0,Licensed Clinical Social Worker
167889,1003831991,402,9979.279999999999,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167904,1003831652,24,932.4,BeneficiarySegment5,PaymentSegment5,0,Obstetrics & Gynecology
167905,1003831603,226,11772.400000000001,BeneficiarySegment5,PaymentSegment5,0,Mass Immunizer Roster Biller
167911,1003831546,111,2876.34,BeneficiarySegment5,PaymentSegment5,0,Chiropractic
167913,1003893975,58,1566.2800000000002,BeneficiarySegment5,PaymentSegment5,0,Nephrology
167915,1003832213,150,5008.179999999999,BeneficiarySegment5,PaymentSegment5,0,Occupational Therapist in Private Practice
167921,1003832254,304,25530.92,BeneficiarySegment5,PaymentSegment5,0,Critical Care (Intensivists)
167926,1003893389,367,23671.059999999998,BeneficiarySegment5,PaymentSegment5,0,Anesthesiology
167938,1003892498,74,3769.83,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167941,1003832791,44,2284.56,BeneficiarySegment5,PaymentSegment5,0,Family Practice
167943,1003892605,328,18049.9,BeneficiarySegment5,PaymentSegment5,0,Osteopathic Manipulative Medicine
167950,1003832759,26,501.5,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
167952,1003892720,85,270.64,BeneficiarySegment5,PaymentSegment5,0,General Practice
167955,1003832726,276,16501.109999999997,BeneficiarySegment5,PaymentSegment5,0,Ophthalmology
167961,1003832700,16,1261.3,BeneficiarySegment5,PaymentSegment5,0,Licensed Clinical Social Worker
167962,1003831637,237,11920.05,BeneficiarySegment5,PaymentSegment5,0,Mass Immunizer Roster Biller
